Date,Ticker,Split,Days_Since_Earnings,Target,Predicted_Label,Confidence,Primary_Driver,Internal_Magnitude,External_Magnitude,Total_Magnitude,Internal_Percentage,External_Percentage,Top_Internal_Feature,Top_Internal_SHAP,Top_External_Feature,Top_External_SHAP
2024-06-20,RELIANCE,Validation,59,2,SELL,0.3651,EXTERNAL,0.177199,0.375728,0.552927,32.05,67.95,EPS_Surprise_Pct,0.110405,Return_21d,-0.09212
2024-06-20,TCS,Validation,69,2,HOLD,0.4618,EXTERNAL,0.359946,0.778438,1.138384,31.62,68.38,Reported_EPS,0.182294,VIX_Level,0.203599
2024-06-21,INFY,Validation,64,2,BUY,0.5132,EXTERNAL,0.667908,0.670622,1.33853,49.9,50.1,EPS_Surprise,0.506307,Volume_Change,0.134565
2024-06-21,RELIANCE,Validation,60,2,SELL,0.3925,EXTERNAL,0.196363,0.39146,0.587823,33.41,66.59,EPS_Surprise_Pct,0.114856,Return_21d,-0.075296
2024-06-21,TCS,Validation,70,2,HOLD,0.3907,EXTERNAL,0.353927,0.651602,1.005529,35.2,64.8,Reported_EPS,0.173203,VIX_Level,0.145145
2024-06-24,INFY,Validation,67,2,BUY,0.4618,INTERNAL,0.797769,0.531734,1.329502,60.01,39.99,EPS_Surprise,0.584012,VIX_Level,-0.069657
2024-06-24,RELIANCE,Validation,63,2,HOLD,0.4684,EXTERNAL,0.080633,0.803243,0.883876,9.12,90.88,Days_Since_Earnings,0.039172,VIX_Level,0.17647
2024-06-24,TCS,Validation,73,2,HOLD,0.5705,EXTERNAL,0.456231,0.77475,1.230981,37.06,62.94,Reported_EPS,0.238293,Volume_to_MA20,0.215774
2024-06-25,INFY,Validation,68,2,BUY,0.4109,INTERNAL,0.804718,0.56707,1.371787,58.66,41.34,EPS_Surprise,0.586815,VIX_Level,-0.076043
2024-06-25,RELIANCE,Validation,64,2,HOLD,0.4222,EXTERNAL,0.089354,0.745605,0.83496,10.7,89.3,Days_Since_Earnings,0.044956,VIX_Level,0.175605
2024-06-25,TCS,Validation,74,2,HOLD,0.5811,EXTERNAL,0.503532,0.744201,1.247733,40.36,59.64,Reported_EPS,0.280491,Volume_to_MA20,0.247342
2024-06-26,INFY,Validation,69,2,BUY,0.4456,INTERNAL,0.816534,0.448207,1.264741,64.56,35.44,EPS_Surprise,0.6088,VIX_Level,-0.066242
2024-06-26,RELIANCE,Validation,65,2,HOLD,0.4615,EXTERNAL,0.06456,0.767861,0.832421,7.76,92.24,Days_Since_Earnings,0.040702,VIX_Level,0.164643
2024-06-26,TCS,Validation,75,2,HOLD,0.6329,EXTERNAL,0.502832,0.834736,1.337568,37.59,62.41,Reported_EPS,0.295767,Volume_to_MA20,0.26716
2024-06-27,INFY,Validation,70,2,BUY,0.455,INTERNAL,0.728435,0.726541,1.454976,50.07,49.93,EPS_Surprise,0.527913,Volume_Change,0.132329
2024-06-27,RELIANCE,Validation,66,1,HOLD,0.5126,EXTERNAL,0.078385,0.848143,0.926528,8.46,91.54,Days_Since_Earnings,0.053017,VIX_Level,0.21049
2024-06-27,TCS,Validation,76,2,HOLD,0.6382,EXTERNAL,0.373338,0.762093,1.135431,32.88,67.12,Reported_EPS,0.189217,VIX_Level,0.175292
2024-06-28,INFY,Validation,71,2,BUY,0.4092,INTERNAL,0.800178,0.514992,1.31517,60.84,39.16,EPS_Surprise,0.587364,VIX_Level,-0.085298
2024-06-28,RELIANCE,Validation,67,1,HOLD,0.4716,EXTERNAL,0.112642,0.863895,0.976537,11.53,88.47,Days_Since_Earnings,0.079517,VIX_Level,0.218171
2024-06-28,TCS,Validation,77,2,HOLD,0.4964,EXTERNAL,0.369557,0.562706,0.932263,39.64,60.36,Reported_EPS,0.191878,VIX_Level,0.17181
2024-07-01,INFY,Validation,74,2,BUY,0.3754,INTERNAL,0.747743,0.514857,1.2626,59.22,40.78,EPS_Surprise,0.532389,VIX_Level,-0.085017
2024-07-01,RELIANCE,Validation,70,2,HOLD,0.5955,EXTERNAL,0.121914,0.920106,1.04202,11.7,88.3,Days_Since_Earnings,0.084928,VIX_Level,0.234937
2024-07-01,TCS,Validation,80,1,HOLD,0.6121,EXTERNAL,0.280629,0.993171,1.2738,22.03,77.97,Reported_EPS,0.159261,Bollinger_PctB,0.211945
2024-07-02,INFY,Validation,75,2,HOLD,0.3881,EXTERNAL,0.195426,0.811359,1.006786,19.41,80.59,EPS_Surprise,-0.105935,VIX_Level,0.191517
2024-07-02,RELIANCE,Validation,71,1,HOLD,0.5313,EXTERNAL,0.11945,0.836119,0.955568,12.5,87.5,Days_Since_Earnings,0.082649,VIX_Level,0.260253
2024-07-02,TCS,Validation,81,1,HOLD,0.5538,EXTERNAL,0.2674,0.951186,1.218585,21.94,78.06,Reported_EPS,0.151614,VIX_Level,0.234391
2024-07-03,INFY,Validation,76,1,SELL,0.39,EXTERNAL,0.19708,0.813472,1.010552,19.5,80.5,Days_Since_Earnings,-0.09153,SMA20_to_SMA50,0.149296
2024-07-03,RELIANCE,Validation,72,2,HOLD,0.427,EXTERNAL,0.122335,0.515027,0.637362,19.19,80.81,Days_Since_Earnings,0.084664,VIX_Level,0.151736
2024-07-03,TCS,Validation,82,1,HOLD,0.4432,EXTERNAL,0.39421,0.705672,1.099882,35.84,64.16,Reported_EPS,0.169898,VIX_Level,0.216033
2024-07-04,INFY,Validation,77,1,SELL,0.4197,EXTERNAL,0.179519,0.831937,1.011456,17.75,82.25,Days_Since_Earnings,-0.079934,Normalized_ATR,0.149966
2024-07-04,RELIANCE,Validation,73,1,HOLD,0.4661,EXTERNAL,0.12713,0.795454,0.922584,13.78,86.22,Days_Since_Earnings,0.089751,Volume_to_MA20,0.230627
2024-07-04,TCS,Validation,83,0,HOLD,0.4906,EXTERNAL,0.447338,0.881887,1.329224,33.65,66.35,Reported_EPS,0.177713,VIX_Level,0.26884
2024-07-05,INFY,Validation,78,2,SELL,0.4653,EXTERNAL,0.172323,0.834013,1.006335,17.12,82.88,Days_Since_Earnings,-0.067417,SMA20_to_SMA50,0.155311
2024-07-05,RELIANCE,Validation,74,1,SELL,0.4303,EXTERNAL,0.294851,0.647301,0.942152,31.3,68.7,EPS_Surprise_Pct,0.129364,Bollinger_PctB,-0.138888
2024-07-05,TCS,Validation,84,2,HOLD,0.484,EXTERNAL,0.559947,0.761494,1.321441,42.37,57.63,Days_Since_Earnings,-0.234441,VIX_Level,0.297291
2024-07-08,INFY,Validation,81,2,SELL,0.3676,EXTERNAL,0.153644,0.831601,0.985245,15.59,84.41,Days_Since_Earnings,-0.071283,SMA20_to_SMA50,0.151724
2024-07-08,RELIANCE,Validation,77,1,SELL,0.4108,EXTERNAL,0.326719,0.709618,1.036337,31.53,68.47,Days_Since_Earnings,-0.152006,Bollinger_PctB,-0.149632
2024-07-08,TCS,Validation,87,2,SELL,0.4159,EXTERNAL,0.134609,0.503996,0.638605,21.08,78.92,Days_Since_Earnings,0.046576,Normalized_ATR,0.128819
2024-07-09,INFY,Validation,82,2,BUY,0.4542,INTERNAL,0.703529,0.487255,1.190783,59.08,40.92,EPS_Surprise,0.515916,Rolling_Volatility_20d,0.133304
2024-07-09,RELIANCE,Validation,78,1,HOLD,0.4588,EXTERNAL,0.086471,0.724583,0.811054,10.66,89.34,Days_Since_Earnings,0.041727,VIX_Level,0.207599
2024-07-09,TCS,Validation,88,2,HOLD,0.3913,EXTERNAL,0.612106,0.953566,1.565672,39.1,60.9,Days_Since_Earnings,-0.36198,VIX_Level,0.259564
2024-07-10,INFY,Validation,83,2,BUY,0.4416,INTERNAL,0.686625,0.62892,1.315545,52.19,47.81,EPS_Surprise,0.480124,Rolling_Volatility_20d,0.07363
2024-07-10,RELIANCE,Validation,79,1,HOLD,0.4134,EXTERNAL,0.052241,0.729688,0.781929,6.68,93.32,Reported_EPS,-0.029425,VIX_Level,0.223366
2024-07-10,TCS,Validation,89,2,SELL,0.378,EXTERNAL,0.132508,0.527451,0.659958,20.08,79.92,Days_Since_Earnings,0.043494,Normalized_ATR,0.148617
2024-07-11,INFY,Validation,84,2,BUY,0.4529,INTERNAL,0.70438,0.593802,1.298182,54.26,45.74,EPS_Surprise,0.501801,VIX_Level,-0.078635
2024-07-11,RELIANCE,Validation,80,1,SELL,0.4618,EXTERNAL,0.348025,0.696005,1.04403,33.33,66.67,EPS_Surprise_Pct,0.174359,RSI_14,0.119373
2024-07-11,TCS,Validation,0,2,SELL,0.4046,EXTERNAL,0.159978,0.51581,0.675788,23.67,76.33,Days_Since_Earnings,0.090969,Normalized_ATR,0.18606
2024-07-12,INFY,Validation,85,2,BUY,0.4155,EXTERNAL,0.538127,0.587735,1.125862,47.8,52.2,EPS_Surprise,0.359997,Normalized_ATR,-0.067574
2024-07-12,RELIANCE,Validation,81,0,SELL,0.4521,EXTERNAL,0.310211,0.692911,1.003122,30.92,69.08,EPS_Surprise_Pct,0.154975,Normalized_ATR,0.123487
2024-07-12,TCS,Validation,1,2,HOLD,0.5436,EXTERNAL,0.246897,0.801866,1.048762,23.54,76.46,Reported_EPS,0.162346,VIX_Level,0.202072
2024-07-15,INFY,Validation,88,2,BUY,0.3988,EXTERNAL,0.555819,0.599456,1.155275,48.11,51.89,EPS_Surprise,0.367934,VIX_Level,-0.067374
2024-07-15,RELIANCE,Validation,84,0,SELL,0.4744,EXTERNAL,0.296146,0.767925,1.064071,27.83,72.17,EPS_Surprise_Pct,0.140154,SMA20_to_SMA50,0.153859
2024-07-15,TCS,Validation,4,2,HOLD,0.5747,EXTERNAL,0.241183,1.02352,1.264703,19.07,80.93,Reported_EPS,0.15392,VIX_Level,0.223364
2024-07-16,INFY,Validation,89,2,SELL,0.4261,EXTERNAL,0.131418,0.878021,1.009439,13.02,86.98,Days_Since_Earnings,0.051422,SMA20_to_SMA50,0.16111
2024-07-16,RELIANCE,Validation,85,0,SELL,0.5287,EXTERNAL,0.287597,0.57701,0.864607,33.26,66.74,EPS_Surprise_Pct,0.167175,SMA20_to_SMA50,0.149749
2024-07-16,TCS,Validation,5,2,HOLD,0.5484,EXTERNAL,0.281149,0.841224,1.122373,25.05,74.95,Reported_EPS,0.18894,VIX_Level,0.251774
2024-07-18,INFY,Validation,0,2,SELL,0.4432,EXTERNAL,0.215641,0.888026,1.103666,19.54,80.46,Days_Since_Earnings,0.125037,SMA20_to_SMA50,0.156097
2024-07-18,RELIANCE,Validation,87,0,SELL,0.6064,EXTERNAL,0.251204,0.734675,0.985879,25.48,74.52,EPS_Surprise_Pct,0.140989,SMA20_to_SMA50,0.159294
2024-07-18,TCS,Validation,7,1,HOLD,0.5023,EXTERNAL,0.239811,0.940135,1.179946,20.32,79.68,Reported_EPS,0.168795,VIX_Level,0.216026
2024-07-19,INFY,Validation,1,2,HOLD,0.4411,EXTERNAL,0.093749,0.875048,0.968797,9.68,90.32,Reported_EPS,-0.033163,VIX_Level,0.259825
2024-07-19,RELIANCE,Validation,0,0,SELL,0.5081,EXTERNAL,0.38393,0.619517,1.003447,38.26,61.74,Days_Since_Earnings,0.180345,SMA20_to_SMA50,0.109319
2024-07-19,TCS,Validation,8,1,HOLD,0.49,EXTERNAL,0.236969,1.102989,1.339958,17.68,82.32,Reported_EPS,0.137519,VIX_Level,0.259503
2024-07-22,INFY,Validation,4,2,SELL,0.5071,EXTERNAL,0.235954,0.865227,1.101181,21.43,78.57,Days_Since_Earnings,0.161976,Volume_Change,-0.154318
2024-07-22,RELIANCE,Validation,3,1,SELL,0.393,EXTERNAL,0.305003,0.592972,0.897975,33.97,66.03,Days_Since_Earnings,0.156485,Relative_Strength_5d,-0.112064
2024-07-22,TCS,Validation,11,2,SELL,0.4579,EXTERNAL,0.210489,0.730972,0.941461,22.36,77.64,Days_Since_Earnings,0.113565,Normalized_MACD_Hist,0.094152
2024-07-23,INFY,Validation,5,2,HOLD,0.457,EXTERNAL,0.066977,0.973268,1.040245,6.44,93.56,Reported_EPS,-0.030788,VIX_Level,0.313061
2024-07-23,RELIANCE,Validation,4,1,HOLD,0.4597,EXTERNAL,0.073281,0.840022,0.913303,8.02,91.98,EPS_Surprise,0.031911,VIX_Level,0.2305
2024-07-23,TCS,Validation,12,1,HOLD,0.5327,EXTERNAL,0.300015,0.763336,1.063351,28.21,71.79,Reported_EPS,0.183204,VIX_Level,0.259381
2024-07-24,INFY,Validation,6,1,HOLD,0.4607,EXTERNAL,0.093092,1.101682,1.194773,7.79,92.21,Reported_EPS,-0.039722,VIX_Level,0.345194
2024-07-24,RELIANCE,Validation,5,1,HOLD,0.5239,EXTERNAL,0.090684,0.865555,0.956239,9.48,90.52,EPS_Surprise,0.033847,VIX_Level,0.313768
2024-07-24,TCS,Validation,13,1,HOLD,0.5831,EXTERNAL,0.374704,1.06624,1.440944,26.0,74.0,Reported_EPS,0.264657,VIX_Level,0.258213
2024-07-25,INFY,Validation,7,1,HOLD,0.4648,EXTERNAL,0.059668,0.999971,1.059639,5.63,94.37,Reported_EPS,-0.037248,VIX_Level,0.315236
2024-07-25,RELIANCE,Validation,6,1,HOLD,0.4316,EXTERNAL,0.077525,0.816751,0.894276,8.67,91.33,EPS_Surprise,0.030601,VIX_Level,0.233386
2024-07-25,TCS,Validation,14,1,HOLD,0.4881,EXTERNAL,0.293834,0.795892,1.089727,26.96,73.04,Reported_EPS,0.192975,VIX_Level,0.284145
2024-07-26,INFY,Validation,8,0,HOLD,0.4911,EXTERNAL,0.071508,0.940932,1.01244,7.06,92.94,Reported_EPS,-0.037053,VIX_Level,0.313054
2024-07-26,RELIANCE,Validation,7,1,HOLD,0.4615,EXTERNAL,0.059854,0.733475,0.793329,7.54,92.46,EPS_Surprise,0.021894,VIX_Level,0.217527
2024-07-26,TCS,Validation,15,0,HOLD,0.5805,EXTERNAL,0.355148,1.019566,1.374714,25.83,74.17,Reported_EPS,0.235536,VIX_Level,0.289845
2024-07-29,INFY,Validation,11,0,HOLD,0.5064,EXTERNAL,0.090897,1.015765,1.106662,8.21,91.79,Reported_EPS,-0.044113,VIX_Level,0.269242
2024-07-29,RELIANCE,Validation,10,0,HOLD,0.4896,EXTERNAL,0.058455,0.720266,0.778721,7.51,92.49,EPS_Surprise,0.0227,VIX_Level,0.201525
2024-07-29,TCS,Validation,18,0,HOLD,0.6413,EXTERNAL,0.408198,1.065184,1.473382,27.7,72.3,Reported_EPS,0.277589,Volume_to_MA20,0.276795
2024-07-30,INFY,Validation,12,0,HOLD,0.495,EXTERNAL,0.082033,0.971717,1.05375,7.78,92.22,Reported_EPS,-0.045708,VIX_Level,0.300971
2024-07-30,RELIANCE,Validation,11,0,SELL,0.4853,EXTERNAL,0.224257,0.666998,0.891255,25.16,74.84,EPS_Surprise_Pct,0.156899,Return_21d,0.194523
2024-07-30,TCS,Validation,19,0,HOLD,0.5342,EXTERNAL,0.326333,0.918625,1.244958,26.21,73.79,Reported_EPS,0.218381,Volume_to_MA20,0.306373
2024-07-31,INFY,Validation,13,0,SELL,0.4318,EXTERNAL,0.120976,0.761479,0.882456,13.71,86.29,EPS_Estimate,0.043871,Normalized_ATR,0.134402
2024-07-31,RELIANCE,Validation,12,0,HOLD,0.4299,EXTERNAL,0.060784,0.769683,0.830468,7.32,92.68,EPS_Surprise,0.023318,VIX_Level,0.229398
2024-07-31,TCS,Validation,20,0,HOLD,0.4868,EXTERNAL,0.231147,0.761999,0.993146,23.27,76.73,Reported_EPS,0.137732,VIX_Level,0.248101
2024-08-01,INFY,Validation,14,0,SELL,0.4909,EXTERNAL,0.124831,0.728025,0.852856,14.64,85.36,EPS_Estimate,0.046145,Normalized_ATR,0.167955
2024-08-01,RELIANCE,Validation,13,0,SELL,0.4821,EXTERNAL,0.308032,0.780245,1.088277,28.3,71.7,EPS_Surprise_Pct,0.162107,Normalized_ATR,0.226653
2024-08-01,TCS,Validation,21,0,HOLD,0.4579,EXTERNAL,0.242913,0.883874,1.126787,21.56,78.44,Reported_EPS,0.148159,VIX_Level,0.216605
2024-08-02,INFY,Validation,15,0,HOLD,0.4108,EXTERNAL,0.089958,0.835169,0.925127,9.72,90.28,Reported_EPS,-0.029759,VIX_Level,0.270993
2024-08-02,RELIANCE,Validation,14,1,SELL,0.4458,EXTERNAL,0.34724,0.775677,1.122916,30.92,69.08,EPS_Surprise_Pct,0.157926,Normalized_ATR,0.232973
2024-08-02,TCS,Validation,22,1,HOLD,0.445,EXTERNAL,0.177945,0.888795,1.06674,16.68,83.32,Reported_EPS,0.097739,VIX_Level,0.224329
2024-08-05,INFY,Validation,18,2,HOLD,0.4356,EXTERNAL,0.08394,0.728255,0.812195,10.33,89.67,Days_Since_Earnings,0.047178,Daily_Return,0.142976
2024-08-05,RELIANCE,Validation,17,1,SELL,0.3744,EXTERNAL,0.333221,0.882228,1.21545,27.42,72.58,Days_Since_Earnings,-0.202127,VIX_Change_5d,0.274846
2024-08-05,TCS,Validation,25,1,SELL,0.4158,EXTERNAL,0.217248,0.744534,0.961782,22.59,77.41,Days_Since_Earnings,-0.094683,VIX_Change_5d,0.236989
2024-08-06,INFY,Validation,19,2,SELL,0.4343,EXTERNAL,0.2441,0.76577,1.00987,24.17,75.83,Days_Since_Earnings,-0.153963,VIX_Change_5d,0.2579
2024-08-06,RELIANCE,Validation,18,1,SELL,0.4571,EXTERNAL,0.352747,0.932656,1.285403,27.44,72.56,Days_Since_Earnings,-0.223651,VIX_Change_5d,0.355976
2024-08-06,TCS,Validation,26,1,SELL,0.4412,EXTERNAL,0.192051,0.797031,0.989083,19.42,80.58,Days_Since_Earnings,-0.070717,VIX_Change_5d,0.339767
2024-08-07,INFY,Validation,20,1,HOLD,0.462,EXTERNAL,0.101475,0.746118,0.847594,11.97,88.03,Days_Since_Earnings,0.060481,Volume_to_MA20,0.249802
2024-08-07,RELIANCE,Validation,19,1,SELL,0.4146,EXTERNAL,0.307351,0.795881,1.103232,27.86,72.14,Days_Since_Earnings,-0.183863,Return_21d,0.229293
2024-08-07,TCS,Validation,27,2,HOLD,0.5382,EXTERNAL,0.320658,0.788188,1.108846,28.92,71.08,Reported_EPS,0.191489,Volume_to_MA20,0.295472
2024-08-08,INFY,Validation,21,2,HOLD,0.3898,EXTERNAL,0.100373,0.455633,0.556005,18.05,81.95,Days_Since_Earnings,0.055734,VIX_Level,-0.104334
2024-08-08,RELIANCE,Validation,20,2,SELL,0.5001,EXTERNAL,0.364385,0.996601,1.360986,26.77,73.23,Days_Since_Earnings,-0.214666,VIX_Change_5d,0.343261
2024-08-08,TCS,Validation,28,2,SELL,0.5053,EXTERNAL,0.146499,0.762875,0.909374,16.11,83.89,EPS_Estimate,0.043643,VIX_Change_5d,0.329618
2024-08-09,INFY,Validation,22,2,HOLD,0.467,EXTERNAL,0.109346,0.611563,0.720909,15.17,84.83,Days_Since_Earnings,0.064336,Volume_to_MA20,0.191612
2024-08-09,RELIANCE,Validation,21,1,HOLD,0.4323,EXTERNAL,0.103329,0.562756,0.666085,15.51,84.49,Days_Since_Earnings,0.041084,Volume_to_MA20,0.19596
2024-08-09,TCS,Validation,29,2,HOLD,0.5655,EXTERNAL,0.379438,0.799547,1.178985,32.18,67.82,Reported_EPS,0.242236,Volume_to_MA20,0.283258
2024-08-12,INFY,Validation,25,2,HOLD,0.499,EXTERNAL,0.113832,0.725727,0.83956,13.56,86.44,Days_Since_Earnings,0.06114,Volume_to_MA20,0.230058
2024-08-12,RELIANCE,Validation,24,2,SELL,0.3902,EXTERNAL,0.293987,0.564954,0.858941,34.23,65.77,Days_Since_Earnings,-0.159667,Normalized_ATR,0.161307
2024-08-12,TCS,Validation,32,2,HOLD,0.5429,EXTERNAL,0.397029,0.865301,1.26233,31.45,68.55,Reported_EPS,0.282139,Volume_to_MA20,0.311438
2024-08-13,INFY,Validation,26,2,HOLD,0.4874,EXTERNAL,0.118446,0.728328,0.846774,13.99,86.01,Days_Since_Earnings,0.06103,Volume_to_MA20,0.230066
2024-08-13,RELIANCE,Validation,25,2,HOLD,0.4249,EXTERNAL,0.09574,0.743144,0.838884,11.41,88.59,Reported_EPS,-0.032558,Volume_to_MA20,0.261702
2024-08-13,TCS,Validation,33,2,HOLD,0.5612,EXTERNAL,0.408784,0.757573,1.166358,35.05,64.95,Reported_EPS,0.295289,Volume_to_MA20,0.232393
2024-08-14,INFY,Validation,27,2,SELL,0.4356,EXTERNAL,0.145995,0.554596,0.700591,20.84,79.16,Days_Since_Earnings,-0.049807,SMA20_to_SMA50,0.125832
2024-08-14,RELIANCE,Validation,26,2,SELL,0.3885,EXTERNAL,0.284379,0.772191,1.056569,26.92,73.08,Days_Since_Earnings,-0.134972,Normalized_ATR,0.222587
2024-08-14,TCS,Validation,34,2,HOLD,0.4271,EXTERNAL,0.288364,0.518112,0.806476,35.76,64.24,Reported_EPS,0.179812,Normalized_MACD_Hist,0.089971
2024-08-16,INFY,Validation,29,1,HOLD,0.5136,EXTERNAL,0.103963,0.99457,1.098533,9.46,90.54,Days_Since_Earnings,0.040101,VIX_Level,0.304921
2024-08-16,RELIANCE,Validation,28,1,SELL,0.5202,EXTERNAL,0.225248,0.843662,1.068911,21.07,78.93,EPS_Surprise_Pct,0.135921,Normalized_ATR,0.219667
2024-08-16,TCS,Validation,36,1,HOLD,0.5503,EXTERNAL,0.340431,0.803778,1.144209,29.75,70.25,Reported_EPS,0.221532,VIX_Level,0.156044
2024-08-19,INFY,Validation,32,1,HOLD,0.5373,EXTERNAL,0.082083,0.951889,1.033973,7.94,92.06,Days_Since_Earnings,0.036737,VIX_Level,0.256544
2024-08-19,RELIANCE,Validation,31,1,SELL,0.5456,EXTERNAL,0.18593,0.806692,0.992622,18.73,81.27,EPS_Surprise_Pct,0.135854,Normalized_ATR,0.231104
2024-08-19,TCS,Validation,39,1,HOLD,0.497,EXTERNAL,0.284444,0.788033,1.072477,26.52,73.48,Reported_EPS,0.170589,VIX_Level,0.141799
2024-08-20,INFY,Validation,33,1,HOLD,0.4707,EXTERNAL,0.085043,0.893072,0.978115,8.69,91.31,Days_Since_Earnings,0.045929,VIX_Level,0.23465
2024-08-20,RELIANCE,Validation,32,1,SELL,0.5105,EXTERNAL,0.206865,0.75911,0.965975,21.42,78.58,EPS_Surprise_Pct,0.14416,Return_21d,0.218754
2024-08-20,TCS,Validation,40,1,HOLD,0.5312,EXTERNAL,0.31746,0.714186,1.031646,30.77,69.23,Reported_EPS,0.200067,VIX_Level,0.214041
2024-08-21,INFY,Validation,34,2,HOLD,0.4733,EXTERNAL,0.087784,0.951561,1.039344,8.45,91.55,Days_Since_Earnings,0.044044,VIX_Level,0.237733
2024-08-21,RELIANCE,Validation,33,1,HOLD,0.366,EXTERNAL,0.040289,0.511852,0.55214,7.3,92.7,Reported_EPS,-0.012353,VIX_Level,0.166267
2024-08-21,TCS,Validation,41,1,HOLD,0.5502,EXTERNAL,0.329364,0.809266,1.13863,28.93,71.07,Reported_EPS,0.224239,VIX_Level,0.234159
2024-08-22,INFY,Validation,35,2,HOLD,0.449,EXTERNAL,0.078418,0.859762,0.938179,8.36,91.64,Days_Since_Earnings,0.03978,VIX_Level,0.277923
2024-08-22,RELIANCE,Validation,34,1,HOLD,0.3733,EXTERNAL,0.047776,0.606716,0.654492,7.3,92.7,Days_Since_Earnings,0.018733,VIX_Level,0.163948
2024-08-22,TCS,Validation,42,1,HOLD,0.4735,EXTERNAL,0.317275,0.661619,0.978893,32.41,67.59,Reported_EPS,0.220416,VIX_Level,0.190041
2024-08-23,INFY,Validation,36,2,SELL,0.4936,EXTERNAL,0.114681,0.795281,0.909961,12.6,87.4,EPS_Estimate,0.049771,Normalized_ATR,0.170235
2024-08-23,RELIANCE,Validation,35,1,HOLD,0.3695,EXTERNAL,0.052033,0.639392,0.691425,7.53,92.47,Days_Since_Earnings,0.022216,VIX_Level,0.19745
2024-08-23,TCS,Validation,43,2,SELL,0.4446,EXTERNAL,0.132353,0.820531,0.952884,13.89,86.11,EPS_Estimate,0.048163,SMA20_to_SMA50,0.140426
2024-08-26,INFY,Validation,39,2,SELL,0.4515,EXTERNAL,0.125524,0.799943,0.925467,13.56,86.44,EPS_Estimate,0.047514,Normalized_ATR,0.182033
2024-08-26,RELIANCE,Validation,38,1,HOLD,0.3723,EXTERNAL,0.052309,0.501041,0.553349,9.45,90.55,Days_Since_Earnings,0.025276,VIX_Level,0.17735
2024-08-26,TCS,Validation,46,1,SELL,0.4589,EXTERNAL,0.130886,0.790745,0.921631,14.2,85.8,EPS_Estimate,0.04611,SMA20_to_SMA50,0.148192
2024-08-27,INFY,Validation,40,2,SELL,0.4679,EXTERNAL,0.125512,0.774565,0.900077,13.94,86.06,EPS_Estimate,0.043261,Normalized_ATR,0.169393
2024-08-27,RELIANCE,Validation,39,1,HOLD,0.3932,EXTERNAL,0.05499,0.630358,0.685348,8.02,91.98,Days_Since_Earnings,0.023241,VIX_Level,0.146989
2024-08-27,TCS,Validation,47,1,HOLD,0.4505,EXTERNAL,0.27371,0.86204,1.13575,24.1,75.9,Reported_EPS,0.182316,Volume_to_MA20,0.264544
2024-08-28,INFY,Validation,41,1,HOLD,0.443,EXTERNAL,0.08172,0.745111,0.82683,9.88,90.12,Days_Since_Earnings,0.040703,VIX_Level,0.188422
2024-08-28,RELIANCE,Validation,40,1,HOLD,0.3717,EXTERNAL,0.053147,0.592697,0.645844,8.23,91.77,Days_Since_Earnings,0.022967,VIX_Level,0.18512
2024-08-28,TCS,Validation,48,1,SELL,0.4505,EXTERNAL,0.109095,0.776287,0.885381,12.32,87.68,EPS_Surprise_Pct,-0.044868,Normalized_ATR,0.148682
2024-08-29,INFY,Validation,42,1,HOLD,0.4267,EXTERNAL,0.076587,0.674245,0.750832,10.2,89.8,Days_Since_Earnings,0.042114,VIX_Level,0.212776
2024-08-29,RELIANCE,Validation,41,1,HOLD,0.416,EXTERNAL,0.081722,0.457878,0.5396,15.14,84.86,Days_Since_Earnings,0.036897,VIX_Level,0.142621
2024-08-29,TCS,Validation,49,1,SELL,0.4677,EXTERNAL,0.125256,0.76913,0.894386,14.0,86.0,EPS_Estimate,0.049749,Normalized_ATR,0.153577
2024-08-30,INFY,Validation,43,0,HOLD,0.4254,EXTERNAL,0.078809,0.683999,0.762808,10.33,89.67,Days_Since_Earnings,0.042938,VIX_Level,0.212056
2024-08-30,RELIANCE,Validation,42,0,HOLD,0.3552,EXTERNAL,0.06471,0.4486,0.51331,12.61,87.39,Days_Since_Earnings,0.034487,VIX_Level,0.127309
2024-08-30,TCS,Validation,50,0,SELL,0.4666,EXTERNAL,0.119471,0.765671,0.885143,13.5,86.5,EPS_Estimate,0.046375,SMA20_to_SMA50,0.153652
2024-09-02,INFY,Validation,46,0,HOLD,0.4592,EXTERNAL,0.074296,0.658578,0.732874,10.14,89.86,Days_Since_Earnings,0.037259,VIX_Level,0.241075
2024-09-02,RELIANCE,Validation,45,0,SELL,0.4141,EXTERNAL,0.277286,0.877158,1.154444,24.02,75.98,EPS_Surprise,0.135872,Volume_Change,0.241779
2024-09-02,TCS,Validation,53,1,HOLD,0.4191,EXTERNAL,0.248936,0.736084,0.98502,25.27,74.73,Reported_EPS,0.152471,Volume_to_MA20,0.190724
2024-09-03,INFY,Validation,47,1,SELL,0.4547,EXTERNAL,0.103564,0.753833,0.857396,12.08,87.92,EPS_Estimate,0.043875,SMA20_to_SMA50,0.149269
2024-09-03,RELIANCE,Validation,46,0,BUY,0.3669,EXTERNAL,0.114813,0.681669,0.796482,14.42,85.58,EPS_Surprise_Pct,-0.035413,Rolling_Volatility_20d,0.161476
2024-09-03,TCS,Validation,54,1,SELL,0.541,EXTERNAL,0.129322,0.867353,0.996675,12.98,87.02,EPS_Estimate,0.04411,Normalized_ATR,0.187487
