Feature_Count,Accuracy_Mean,Accuracy_STD,Macro_F1_Mean,Macro_F1_STD,Balanced_Accuracy_Mean,Balanced_Accuracy_STD
87,0.4883190883190883,0.05963712259443967,0.3353664385482926,0.051902821026031214,0.36575498465665524,0.02567619332617553
20,0.4564102564102564,0.06685754445504286,0.3349351686010506,0.06284504661729164,0.3679762004283889,0.03494935571942207
60,0.47606837606837604,0.061866672502378074,0.3274845616197323,0.05010557970225508,0.35946920008717415,0.026921776226460567
70,0.47407407407407404,0.07229537701100154,0.32730892422983093,0.05140440143588818,0.3602803438845963,0.025795554943267733
40,0.47378917378917373,0.06817247705301317,0.32515288836979916,0.04317081083858201,0.3541522688923261,0.01704801435466109
50,0.46866096866096874,0.05947186821979516,0.3244571365768628,0.04907195584140288,0.3548652655924456,0.025789724409619318
30,0.4461538461538462,0.10117169748731365,0.3203724293589027,0.06300098139258777,0.3613660822751258,0.03413597046926012
